Open,High,Low,Close,Adj Close,Volume
95.26000213623047,95.77999877929688,93.76000213623047,94.19999694824219,94.19999694824219,1826000
92.19999694824219,99.31999969482422,91.6500015258789,95.0999984741211,95.0999984741211,1835200
91.66999816894531,93.16000366210938,89.06999969482422,89.19999694824219,89.19999694824219,3087200
90.52999877929688,91.88999938964844,89.58000183105469,91.51000213623047,91.51000213623047,1852300
91.98999786376953,92.16999816894531,90.01000213623047,90.3499984741211,90.3499984741211,1675800
90.16000366210938,90.51000213623047,88.36000061035156,89.04000091552734,89.04000091552734,1277000
89.11000061035156,89.4000015258789,87.2300033569336,87.36000061035156,87.36000061035156,918100
87.44000244140625,89.98999786376953,87.44000244140625,89.68000030517578,89.68000030517578,2319700
89.41999816894531,89.41999816894531,85.19999694824219,87.16000366210938,87.16000366210938,2665000
87.51000213623047,88.9000015258789,87.37000274658203,88.4000015258789,88.4000015258789,1897400
88.20999908447266,89.02999877929688,86.87000274658203,86.93000030517578,86.93000030517578,1563800
86.70999908447266,87.97000122070312,83.61000061035156,84.7300033569336,84.7300033569336,2620700
85.41999816894531,86.62999725341797,83.83000183105469,85.0999984741211,85.0999984741211,1455700
85.0999984741211,86.26000213623047,84.9000015258789,85.41999816894531,85.41999816894531,1296700
85.54000091552734,85.66000366210938,83.45999908447266,84.01000213623047,84.01000213623047,1701200
84.33999633789062,85.06999969482422,83.58999633789062,84.73999786376953,84.73999786376953,1367200
84.76000213623047,85.27999877929688,82.70999908447266,82.9000015258789,82.9000015258789,1806500
83.56999969482422,83.61000061035156,80.4800033569336,82.37000274658203,82.37000274658203,2420500
82.05999755859375,83.13999938964844,80.18000030517578,80.43000030517578,80.43000030517578,3052800
80.66999816894531,81.51000213623047,78.72000122070312,78.72000122070312,78.72000122070312,1550000
79.0199966430664,80.52999877929688,78.36000061035156,80.0999984741211,80.0999984741211,1152600
